nom,dosage,substance,presentation,forme,statut
ADVATE,1000 UI,OCTOCOG ALFA,FLACON DE 5ML,POUDRE A DILUER POUR INJECTION INTRAVEINEUSE ET SOLVANT,AMM Sans Prix
ADVATE,250 UI,OCTOCOG ALFA,FLACON DE 5ML,POUDRE A DILUER POUR INJECTION INTRAVEINEUSE ET SOLVANT,AMM Sans Prix
ADVATE,500 UI,OCTOCOG ALFA,FLACON DE 5ML,POUDRE A DILUER POUR INJECTION INTRAVEINEUSE ET SOLVANT,AMM Sans Prix
AERIUS,"0,5 MG / ML",DESLORATADINE,FLACON DE 60 ML,SOLUTION BUVABLE,Non Commercialisé
AERIUS,5 MG,DESLORATADINE,BOITE DE 15,COMPRIME PELLICULE,Commercialisé
AERIUS,5 MG,DESLORATADINE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
AERIUS,5 MG,DESLORATADINE,BOITE DE 7,COMPRIME PELLICULE,Non Commercialisé
AEROL,100 µG / DOSE,SALBUTAMOL (SULFATE),FLACON DE 200 DOSES,SUSPENSION POUR INHALATION,Non Commercialisé
AEROMAX,100 µG,BUDESONIDE,FLACON DE 200 DOSES,SUSPENSION POUR PULVERISATION NASALE,Commercialisé
AERRANE,1,ISOFLURANE,FLACON DE 100 ML,LIQUIDE POUR INHALATION,Non Commercialisé
AERRANE,1,ISOFLURANE,FLACON DE 250 ML,LIQUIDE POUR INHALATION,Commercialisé
AFINITOR,5 MG,EVEROLIMUS,BOITE DE 30,COMPRIME DE FORME OBLONGUE,Non Commercialisé
AFINITOR,10 MG,EVEROLIMUS,-,COMPRIME,AMM Sans Prix
AFLAMIC,"7,5 MG",MELOXICAM,BOITE DE 10,COMPRIME,Commercialisé
AFLAMIC,"7,5 MG",MELOXICAM,BOITE DE 20,COMPRIME,Commercialisé
AFLAMIC,"7,5 MG",MELOXICAM,BOITE DE 30,COMPRIME,Commercialisé
AFLAMIC,15 MG,MELOXICAM,BOITE DE 10,COMPRIME,Commercialisé
AFLAMIC,15 MG,MELOXICAM,BOITE DE 20,COMPRIME,Commercialisé
AFLAMIC,15 MG,MELOXICAM,BOITE DE 30,COMPRIME,Commercialisé
AFLOX,250 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
AFLOX,500 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
AFLOX,750 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
AFONGIS,150 MG,FLUCONAZOLE,BOITE DE 1,GELULE,Commercialisé
AFONGIS,150 MG,FLUCONAZOLE,BOITE DE 2,GELULE,Commercialisé
AFONGIS,150 MG,FLUCONAZOLE,BOITE DE 4,GELULE,Commercialisé
AFONGIS,150 MG,FLUCONAZOLE,BOITE DE 7,GELULE,Commercialisé
AGIDERM,0.02,ACIDE FUSIDIQUE,TUBE DE 15 G,CREME,Commercialisé
AGIDERM,0.02,ACIDE FUSIDIQUE,TUBE DE 15 G,POMMADE,Commercialisé
AGIFENE,0.02,IBUPROFENE,FLACON DE 100 ML,SUSPENSION BUVABLE,Retiré du Marché
AGIFENE,0.02,IBUPROFENE,FLACON DE 150 ML,SUSPENSION BUVABLE,Retiré du Marché
AGIFENE,0.05,IBUPROFENE,TUBE DE 50 G,GEL,Commercialisé
AGIVIT,1000 MG / 500 MG,PARACETAMOL // VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 8,COMPRIME EFFERVESCENT,Non Commercialisé
AGLIM,1 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AGLIM,2 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AGLIM,3 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AGLIM,3 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Commercialisé
AGLIM,4 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AGLIM,4 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Commercialisé
AGRASTAT,50 µG / ML,TIROFIBAN,POCHE DE 250 ML,SOLUTION POUR PERFUSION,Commercialisé
AGRASTAT,250 µG / ML,TIROFIBAN,FLACON DE 50 ML,SOLUTION POUR PERFUSION,AMM Sans Prix
AGREL,75 MG,CLOPIDOGREL,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
AGREL,75 MG,CLOPIDOGREL,BOITE DE 50,COMPRIME PELLICULE,Commercialisé
AGREL,75 MG,CLOPIDOGREL,BOITE DE 100,COMPRIME PELLICULE,AMM Sans Prix
AGREL,75 MG,CLOPIDOGREL,BOITE DE 84,COMPRIME PELLICULE,AMM Sans Prix
AGRETER,75 MG,CLOPIDOGREL,BOITE DE 14,COMPRIME,Non Commercialisé
AGRETER,75 MG,CLOPIDOGREL,BOITE DE 28,COMPRIME,Non Commercialisé
AGYRAX,25 MG,MECLOZINE (CHLORHYDRATE ),BOITE DE 30,COMPRIME,Non Commercialisé
AIRATHON,4 MG,MONTELUKAST,BOITE DE 28,COMPRIME A CROQUER,Retiré du Marché
AIRATHON,5 MG,MONTELUKAST,BOITE DE 28,COMPRIME PELLICULE,Retiré du Marché
AIRATHON,10 MG,MONTELUKAST,BOITE DE 28,COMPRIME PELLICULE,Retiré du Marché
AIRCORT,250 µG / DOSE,BECLOMETASONE,FLACON DE 200 DOSES,SUSPENSION POUR INHALATION,Commercialisé
AIRFASTEC,10 MG,MONTELUKAST,BOITE DE 10,COMPRIME PELLICULE,Non Commercialisé
AIRFASTEC,10 MG,MONTELUKAST,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
AIRLIX,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 15,COMPRIME,Commercialisé
AIRLIX,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 30,COMPRIME,Commercialisé
AIRLIX,5 MG / 5 ML,CETIRIZINE (DICHLORHYDRATE),FLACON DE 60 ML,SIROP,Commercialisé
AKINDEX ADULTE,"0,133 G / 100 ML",DEXTROMETHORPHANE (BROMHYDRATE),FLACON DE 200 ML,SIROP,Commercialisé
AKINDEX ENFANT,"0, 100 G / 100 ML",DEXTROMETHORPHANE (BROMHYDRATE),FLACON DE 125 ML,SIROP,Commercialisé
AKYNZEO,"300 MG / 0,5 MG",NETUPITAN // PALONOSETRON,BOITE DE 1,GELULE,Commercialisé
ALBUNORM,200 MG / ML,ALBUMINE HUMAINE,BOITE DE 1 FLACON DE 100 ML,SOLUTION POUR PERFUSION,Commercialisé
ALBUNORM,200 MG / ML,ALBUMINE HUMAINE,BOITE DE 1 FLACON DE 50 ML,SOLUTION POUR PERFUSION,Commercialisé AO
ALBUTEIN®,0.2,ALBUMINE HUMAINE,BOITE D’UN FLACON DE 50 ML,"SOLUTION POUR PERFUSION INTRAVEINEUSE, FLACON DE 50 ML",Commercialisé
ALBUTEIN®,0.2,ALBUMINE HUMAINE,BOITE D’UN FLACON DE 100 ML,"SOLUTION POUR PERFUSION INTRAVEINEUSE, FLACON DE 100 ML",Commercialisé
ALDACTAZINE,25 / 15 MG,SPIRONOLACTONE // ALTIZIDE,BOITE DE 20,COMPRIME,Commercialisé
ALDACTONE,50 MG,SPIRONOLACTONE,BOITE DE 20,COMPRIME,Commercialisé
ALDACTONE,75 MG,SPIRONOLACTONE,BOITE DE 20,COMPRIME,Commercialisé
ALDOMET,500 MG,METHYLDOPA,BOITE DE 30,COMPRIME ENROBE,Non Commercialisé
ALDOPA,250 MG,METHYLDOPA,BOITE DE 30,COMPRIME,Commercialisé
ALDURAZYME,100 U / ML,LARONIDASE,BOITE DE 1 FLACON DE 5 ML,SOLUTION A DILUER POUR PERFUSION,Commercialisé
ALECENSA,150 MG,ALECTINIB,BOITE DE 224 (4 EMBALLAGES DE 56UNITES),GELULE,Commercialisé
ALENDRONATE LAPROPHAN,70 MG,ACIDE ALENDRONIQUE,BOITE DE 4,COMPRIME,Non Commercialisé
ALEPSIA,200 MG,CARBAMAZEPINE,BOITE DE 50,COMPRIME,Commercialisé
ALER-Z,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 14,COMPRIME PELLICULE,Commercialisé
ALER-Z,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 28,COMPRIME PELLICULE,Commercialisé
ALER-Z,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 7,COMPRIME PELLICULE,Commercialisé
ALER-Z,5 MG / 5 ML,CETIRIZINE,UN FLACON DE 120 ML,SOLUTION BUVABLE,Commercialisé
ALERCHEK,1 MG / ML,OLOPATADINE,FLACON DE 5 ML,COLLYRE EN SOLUTION,Non Commercialisé
ALERGYL,5 MG,MEQUITAZINE,BOITE DE 14,COMPRIME,Non Commercialisé
ALERGYL,5 MG,MEQUITAZINE,FLACON DE 120 ML,SOLUTE BUVABLE,Non Commercialisé
ALFACEFAL,125 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé AO / Export
ALFACEFAL,250 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé AO / Export
ALFACEFAL,500 MG,CEFACLOR,BOITE DE 12,COMPRIME DISPERSIBLE,Commercialisé AO
ALFACEFAL,500 MG,CEFACLOR,BOITE DE 12,GELULE,Commercialisé AO / Export
ALFACEFAL,500 MG,CEFACLOR,BOITE DE 48,COMPRIME DISPERSIBLE,AMM Sans Prix
ALFACEFAL,500 MG,CEFACLOR,BOITE DE 24,COMPRIME DISPERSIBLE,AMM Sans Prix
ALFAFERONE,3 MUI / ML,INTERFERON ALPHA NATUREL LEUCOCYTAIRE,FLACON DE 1 ML,SOLUTION INJECTABLE,Non Commercialisé
ALFAFERONE,6 MUI / ML,INTERFERON ALPHA NATUREL LEUCOCYTAIRE,FLACON DE 1 ML,SOLUTION INJECTABLE,Non Commercialisé
ALFAMOX,1 G,AMOXICILLINE,BOITE DE 14,SACHET,Non Commercialisé
ALFAMOX,1 G,AMOXICILLINE,BOITE DE 12,COMPRIME,Commercialisé AO
ALFAMOX,1 G,AMOXICILLINE (TRIHYDRATEE),BOITE DE 16 SACHETS,POUDRE POUR SUSPENSION BUVABLE,Commercialisé AO
ALFAMOX,1 G,AMOXICILLINE (TRIHYDRATEE),BOITE DE 24 SACHETS,POUDRE POUR SUSPENSION BUVABLE,Non Commercialisé
ALFAMOX,125 MG,AMOXICILLINE,BOITE DE 14,POUDRE POUR SUSPENSION BUVABLE,Commercialisé AO
ALFAMOX,250 MG,AMOXICILLINE,FLACON DE 100 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé Export
ALFAMOX,250 MG,AMOXICILLINE,BOITE DE 14,SACHET,Commercialisé AO / Export
ALFAMOX,500 MG,AMOXICILLINE,BOITE DE 12,GELULE,Commercialisé AO
ALFAMOX,500 MG,AMOXICILLINE,BOITE DE 14,SACHET,Non Commercialisé
ALFAMOX,1 G,AMOXICILLINE,BOITE DE 24,COMPRIME DISPERSIBLE,Non Commercialisé
ALFAMOX,125 MG,AMOXICILLINE,BOITE DE 2 FLACONS DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé
ALFAMOX,250 MG,AMOXICILLINE,BOITE DE 24,COMPRIME DISPERSIBLE,Commercialisé AO / Export
ALFAMOX,250 MG,AMOXICILLINE,BOITE DE 2 FLACONS DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé
ALFAMOX,500 MG / 5 ML,AMOXICILLINE,BOITE DE 2 FLACONS DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,Commercialisé
ALFAMOX,500 MG,AMOXICILLINE,BOITE DE 24,COMPRIME DISPERSIBLE,Non Commercialisé
ALFAMOX,1 G,AMOXICILLINE,BOITE DE 24,COMPRIME,Non Commercialisé
ALFAMOX,500 MG,AMOXICILLINE,BOITE DE 24,GELULE,AMM Sans Prix
ALFAPROXINE,250 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
ALFAPROXINE,250 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 16,COMPRIME PELLICULE,Commercialisé AO
ALFAPROXINE,250 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 20,COMPRIME PELLICULE,Commercialisé
ALFAPROXINE,500 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
ALFAPROXINE,500 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 16,COMPRIME PELLICULE,Commercialisé AO
ALFAPROXINE,500 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 2,COMPRIME PELLICULE,Commercialisé AO / Export
ALFAPROXINE,500 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 20,COMPRIME PELLICULE,Commercialisé
ALFAPROXINE,750 MG,CIPROFLOXACINE (CHLORHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
ALFASPORINE,125 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,AMM Sans Prix
ALFASPORINE,250 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,POUDRE POUR SUSPENSION BUVABLE,AMM Sans Prix
ALFASPORINE,500 MG,CEFACLOR,BOITE DE 12,GELULE,AMM Sans Prix
ALFATIL,125 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,GRANULE POUR SUSPENSION BUVABLE,Commercialisé
ALFATIL,250 MG / 5 ML,CEFACLOR,FLACON DE 60 ML,GRANULE POUR SUSPENSION BUVABLE,Commercialisé
ALFATIL,250 MG,CEFACLOR,BOITE DE 12,GELULE,Non Commercialisé
ALFATIL,500 MG,CEFACLOR,BOITE DE 12,COMPRIME DISPERSIBLE,Commercialisé
ALFATIL,500 MG,CEFACLOR,BOITE DE 12,GELULE,Commercialisé Export
ALGANTIL,0.02,IBUPROFENE,FLACON DE 150 ML,SUSPENSION BUVABLE,Commercialisé
ALGANTIL,0.05,IBUPROFENE,TUBE DE 100 G,GEL DERMIQUE,Commercialisé
ALGANTIL,0.05,IBUPROFENE,TUBE DE 25 G,GEL DERMIQUE,Commercialisé
ALGANTIL,0.05,IBUPROFENE,TUBE DE 50 G,GEL DERMIQUE,Commercialisé
ALGANTIL,200 MG,IBUPROFENE,BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
ALGANTIL,200 MG,IBUPROFENE,BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
ALGANTIL,200 MG,IBUPROFENE,BOITE DE 20,DRAGEE,Commercialisé
ALGANTIL,250 MG,IBUPROFENE,BOITE DE 10,SUPPOSITOIRE,Commercialisé AO
ALGANTIL,400 MG,IBUPROFENE,BOITE DE 30,DRAGEE,AMM Sans Prix
ALGICON,-,ALUMINIUM (HYDROXYDE) // POTASSIUM (BICARBONATE) // MAGNESIUM (CARBONATE) // CALCIUM (CARBONATE),FLACON DE 250 ML,SUSPENSION BUVABLE,Non Commercialisé
ALGIK,500 MG / 50 MG,PARACETAMOL // CAFEINE,BOITE DE 16,COMPRIME,Commercialisé
ALGIK,500 MG / 50 MG,PARACETAMOL // CAFEINE,BOITE DE 20,SACHET,Commercialisé
ALGINE,"0,5 G / 0,267 G",ALGINATE DE SODIUM // BICARBONATE DE SODIUM,BOITE DE 24,SACHET,Retiré du Marché
ALGINE,"5 G / 2,670 G",ALGINATE DE SODIUM // BICARBONATE DE SODIUM,FLACON DE 250 ML,SUSPENSION BUVABLE,Retiré du Marché
ALGIPAN,-,HISTAMINE (DICHLORHYDRATE) // CAPSICINE // NICOTATE DE METHYLE // SALICYLATE DE GLYCOL // MEPHENESINE,TUBE DE 40 G,BAUME,Commercialisé
ALGIRHUMA,50 MG,DICLOFENAC,BOITE DE 30,COMPRIME,AMM Sans Prix
ALGIXENE,250 MG,NAPROXENE,BOITE DE 30,GELULE,Commercialisé
ALGIXENE,500 MG,NAPROXENE,BOITE DE 12,SUPPOSITOIRE,Commercialisé
ALGO,500 MG,PARACETAMOL,BOITE DE 20,COMPRIME,AMM Sans Prix
ALGOFENE,20 MG / ML,IBUPROFENE,FLACON DE 150 ML,SIROP,Non Commercialisé
ALGOFENE,200 MG,IBUPROFENE,BOITE DE 100,COMPRIME PELLICULE,Commercialisé AO
ALGOFENE,200 MG,IBUPROFENE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
ALGOFENE,400 MG,IBUPROFENE,BOITE DE 100,COMPRIME PELLICULE,Commercialisé AO
ALGOFENE,400 MG,IBUPROFENE,BOITE DE 30,COMPRIME PELLICULE,Non Commercialisé
ALGOFENE,600 MG,IBUPROFENE,BOITE DE 100,COMPRIME PELLICULE,AMM Sans Prix
ALGOFENE,600 MG,IBUPROFENE,BOITE DE 30,COMPRIME PELLICULE,AMM Sans Prix
ALGOTROPYL,"0,2 G / 0,005 G",PARACETAMOL // PROMETHAZINE,BOITE DE 10,SUPPOSITOIRE,Non Commercialisé
ALGOTROPYL,"0,4 G / 0,01 G",PARACETAMOL // PROMETHAZINE,BOITE DE 10,SUPPOSITOIRE,Non Commercialisé
ALIMTA,100 MG,PEMETREXED DISODIQUE (HEPTAHYDRATE),BOITE DE 1 FLACON,POUDRE POUR PREPARATION INJECTABLE,Commercialisé
ALIMTA,500 MG,PEMETREXED DISODIQUE (HEPTAHYDRATE),BOITE DE 1 FLACON,POUDRE POUR SOLUTION POUR PERFUSION,Commercialisé
ALIVIAR,50 MG,SULPIRIDE,BOITE DE 20,GELULE,Commercialisé
ALKAPEZIL,5 MG,DONEPEZIL (CHLORHYDRATE),BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
ALKAPEZIL,10 MG,DONEPEZIL (CHLORHYDRATE),BOITE DE 30,COMPRIMES PELLICULES,Commercialisé
ALKERAN,2 MG,MELPHALAN,BOITE DE 50,COMPRIME PELLICULE,Non Commercialisé
ALLEGRA,5 MG,LEVOCETIRIZINE (DICHLORHYDRATE),BOITE DE 28,COMPRIME PELLICULE,Commercialisé
ALLEGRA,5 MG,LEVOCETIRIZINE (DICHLORHYDRATE),BOITE DE14,COMPRIME PELLICULE,Commercialisé
ALLERGIFLASH,0.0005,LEVOCABASTINE,"BOITE DE 10 RECIPIENTS DE 0,3 ML",COLLYRE EN SOLUTION,AMM Sans Prix
ALLERGINE,10 MG,LORATADINE,BOITE DE 10,COMPRIME SECABLE,Non Commercialisé
ALLERGINE,10 MG,LORATADINE,BOITE DE 15,COMPRIME SECABLE,Commercialisé Export
ALLERGINE,10 MG,LORATADINE,BOITE DE 30,COMPRIME SECABLE,Commercialisé
ALLERGO-COMOD,20 MG / ML,CROMOGLICATE DE SODIUM,FLACON DE 10ML,COLLYRE,Commercialisé
ALLERGOCROM,20 MG / ML,CROMOGLICATE DE SODIUM,FLACON DE 10ML,COLLYRE,Non Commercialisé
ALLERGODIL,0.0005,AZELASTINE,FLACON 6 ML,COLLYRE,Non Commercialisé
ALLERGODIL SPRAY NASAL,"0,1 G",AZELASTINE,BOITE DE 1 FLACON 10ML AVEC POMPE DOSEUSE,SOLUTION POUR PULVERISATION,Non Commercialisé
ALMANTIN,10 MG,MEMANTINE,BOITE DE 28,COMPRIME PELLICULE SECABLE,Commercialisé
ALMANTIN,10 MG,MEMANTINE,BOITE DE 56,COMPRIME PELLICULE SECABLE,Non Commercialisé
ALMANTIN,20 MG,MEMANTINE,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
ALMANTIN,20 MG,MEMANTINE,BOITE DE 56,COMPRIME PELLICULE,Non Commercialisé
ALMIDE,0.001,LODOXAMIDE // TROMETAMOL,BOITE DE 20,COLLYRE RECIPIENT UNIDOSE,Non Commercialisé
ALMIDE,0.001,LODOXAMIDE TROMETAMOL,FLACON DE 5 ML,COLLYRE,Non Commercialisé
ALODONT,0.05,CETYLPYRIDINIUM,FLACON DE 200 ML,SOLUTION POUR BAIN DE BOUCHE,Non Commercialisé
ALORA,5 MG,DESLORATADINE,BOITE DE 10,COMPRIME PELLICULE,Commercialisé
ALORA,5 MG,DESLORATADINE,BOITE DE 20,COMPRIME PELLICULE,Commercialisé
ALORA,5 MG,DESLORATADINE,BOITE DE 30,COMPRIME PELLICULE,Commercialisé
ALOXIA,15 MG,MELOXICAM,BOITE DE 10,COMPRIME SECABLE,Commercialisé
ALOXIA,15 MG,MELOXICAM,BOITE DE 20,COMPRIME SECABLE,Non Commercialisé
ALOXIA,"7,5 MG",MELOXICAM,BOITE DE 10,COMPRIME SECABLE,Non Commercialisé
ALOXIA,"7,5 MG",MELOXICAM,BOITE DE 20,COMPRIME SECABLE,Commercialisé
ALPERIDE,100 MG,AMISULPRIDE,BOITE DE 30,COMPRIME,Commercialisé
ALPERIDE,200 MG,AMISULPRIDE,BOITE DE 30,COMPRIME SECABLE,Commercialisé
ALPERIDE,400 MG,AMISULPRIDE,BOITE DE 30,COMPRIME SECABLE,Commercialisé
ALPERIDE,50 MG,AMISULPRIDE,BOITE DE 30,COMPRIME,Commercialisé
ALPHA-KADOL,-,CHYMOTRYPSINE // PHENYLBUTAZONE,TUBE DE 35 G,POMMADE,Commercialisé
ALPHACAINE N,72 MG,ARTICAINE (CHLORHYDRATE) // ADRENALINE (CHLORHYDRATE),BOITE DE 100,SOLUTION POUR USAGE PARENTERAL,AMM Sans Prix
ALPHACAINE SP,72 MG,ARTICAINE (CHLORHYDRATE) // ADRENALINE (CHLORHYDRATE),BOITE DE 100,SOLUTION POUR USAGE PARENTERAL,AMM Sans Prix
ALPHACHYMOTRIPSINE,-,CHYMOTRYPSINE // ESTER NICOTINIQUE,TUBE DE 20 G,POMMADE,Non Commercialisé
ALPHAGAN,0.002,BRIMONIDINE (TARTRATE),FLACON DE 5 ML,COLLYRE,Commercialisé
ALPRAZ,"0,5 MG",ALPRAZOLAM,BOITE DE 28,COMPRIME,Commercialisé
ALPRAZ,1 MG,ALPRAZOLAM,BOITE DE 14,COMPRIME,Commercialisé
ALPRAZOLAM MAPHAR,"0,5 MG",ALPRAZOLAM,BOITE DE 28,COMPRIME SECABLE,Commercialisé
ALTEC,10 MG,RAMIPRIL,BOITE DE 30,GELULE,Commercialisé
ALTEC,"2,5 MG",RAMIPRIL,BOITE DE 30,GELULE,Commercialisé
ALTEC,5 MG,RAMIPRIL,BOITE DE 30,GELULE,Commercialisé
ALTIAZEM,60 MG,DILTIAZEM (CHLORHYDRATE),BOITE DE 50,COMPRIME,Commercialisé
ALUSTAL,"10 / 1 / 0,1 / 0,01",ALLERGENES STALLERGENES,COFFRET DE 1 FLACON,SUSPENSION INJECTABLE,AMM Sans Prix
ALUSTAL,-,ALLERGENES STALLERGENES,COFFRET DE 1 FLACON,SUSPENSION INJECTABLE,AMM Sans Prix
ALUVIA,100 MG / 25 MG,LOPINAVIR // RITONAVIR,BOITE DE 60,COMPRIME PELLICULE,AMM Sans Prix
ALUVIA,200 MG / 50 MG,LOPINAVIR // RITONAVIR,BOITE DE 120,COMPRIME PELLICULE,AMM Sans Prix
ALVEOFACT,45 MG / ML,PHOSPHOLIPIDES NATURELS SF-RI 1,OITE D`UN FLACON DE POUDRE ET D`UNE SERINGUE PRE-REMPLIE DE SOLVANT,POUDRE ET SOLVANT POUR LA PREPARATION D`UNE SUSPENSION,Non Commercialisé
ALYOSTAL PRICK CONTROLE NEGATIF,NA,NA,BOITE D'UN FLACON EN VERRE DE 3 ML DE SOLUTION AVEC PIPETTE COMPTE-GOUTTE EN VERRE,SOLUTION POUR PRICK-TEST CUTANE,AMM Sans Prix
ALYOSTAL PRICK CONTROLE POSITIF,10 MG / ML,HISTAMINE (DICHLORHYDRATE),BOITE D'UN FLACON EN VERRE DE 3 ML DE SOLUTION AVEC PIPETTE COMPTE-GOUTTE EN VERRE,SOLUTION POUR PRICK-TEST CUTANE,AMM Sans Prix
ALYSE,150 MG,PREGABALINE,BOITE DE 56,GELULE,Commercialisé
ALYSE,25 MG,PREGABALINE,BOITE DE 56,GELULE,Commercialisé
ALYSE,300 MG,PREGABALINE,BOITE DE 56,GELULE,Commercialisé AO
ALYSE,75 MG,PREGABALINE,BOITE DE 56,GELULE,Commercialisé
ALYVIR RANBAXY,500 MG,VALACICLOVIR,BOITE DE 10,COMPRIME,Non Commercialisé
ALZIM,200 MG,CARBAMAZEPINE,BOITE DE 50,COMPRIME SECABLE,Commercialisé AO
ALZIM,200 MG,CARBAMAZEPINE,BOITE DE 100,COMPRIME PELLICULE,AMM Sans Prix
ALZIM LP,200 MG,CARBAMAZEPINE,BOITE DE 50,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
ALZIM LP,400 MG,CARBAMAZEPINE,BOITE DE 30,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
ALZIM LP,400 MG,CARBAMAZEPINE,BOITE DE 60,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
ALZIM LP,400 MG,CARBAMAZEPINE,BOITE DE 90,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,Commercialisé AO
ALZIM LP,200 MG,CARBAMAZEPINE,BOITE DE 100,COMPRIME PELLICULE SECABLE A LIBERATION PROLONGEE,AMM Sans Prix
ALZOLE,20 MG,OMEPRAZOLE,BOITE DE 14,GELULE,Commercialisé
ALZOLE,20 MG,OMEPRAZOLE,BOITE DE 28,GELULE,Commercialisé
ALZOLE,20 MG,OMEPRAZOLE,FLACON DE 7,GELULE,Commercialisé
AM-10,10 MG,AMLODIPINE,BOITE DE 10,COMPRIME,Non Commercialisé
AM-10,10 MG,AMLODIPINE,BOITE DE 20,COMPRIME,Commercialisé Export
AM-10,10 MG,AMLODIPINE,BOITE DE 30,COMPRIME,Commercialisé
AM-10,10 MG,AMLODIPINE,BOITE DE 60,COMPRIME,Commercialisé Export
AM-5,5 MG,AMLODIPINE,BOITE DE 10,COMPRIME,Non Commercialisé
AM-5,5 MG,AMLODIPINE,BOITE DE 20,COMPRIME,Commercialisé Export
AM-5,5 MG,AMLODIPINE,BOITE DE 30,COMPRIME,Commercialisé
AM-5,5 MG,AMLODIPINE,BOITE DE 60,COMPRIME,Commercialisé Export
AMAREL,1 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AMAREL,1 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Retiré du Marché
AMAREL,2 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AMAREL,2 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Retiré du Marché
AMAREL,3 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AMAREL,3 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Retiré du Marché
AMAREL,4 MG,GLIMEPIRIDE,BOITE DE 30,COMPRIME,Commercialisé
AMAREL,4 MG,GLIMEPIRIDE,BOITE DE 60,COMPRIME,Retiré du Marché
AMBISOME,50 MG,AMPHOTERICINE B (LIPOSOMALE),BOITE DE 10 FLACONS UNIDOSES D'UNE CONTENANCE DE 20 ML AVEC FILTRES STERILES.,POUDRE POUR SUSPENSION POUR PERFUSION,Commercialisé
AMBROLYS,"15 MG / 5 ML (0,30%)",AMBROXOL,FLACON DE 200ML,SOLUTION BUVABLE,Non Commercialisé
AMBROLYS,"30 MG / 5 ML (0,6%)",AMBROXOL,FLACON DE 200ML,SOLUTION BUVABLE,Non Commercialisé
AMCARD,10 MG,AMLODIPINE,BOITE DE 14,COMPRIME,Commercialisé
AMCARD,10 MG,AMLODIPINE,BOITE DE 28,COMPRIME,Commercialisé
